date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,WS10M,RH2M,PS,ALLSKY_SFC_SW_DWN,NDVI,temp_range,heat_index_approx
2021-06-11,27.64,31.93,24.69,5.92,3.72,80.02,100.52,15.78,0.3088519226370653,7.239999999999998,37.38288576073736
2021-06-12,27.0,30.3,23.78,7.03,3.16,80.93,100.61,15.99,0.35027034820663216,6.52,36.49190212080706
2021-06-13,26.6,30.47,23.13,12.11,3.47,79.6,100.65,13.44,0.3404613320433264,7.34,35.71934152497121
2021-06-14,28.29,32.95,24.25,3.25,3.86,76.92,100.6,16.44,0.34532204781171955,8.700000000000003,38.016296554667164
2021-06-15,28.04,32.55,24.9,3.69,3.71,77.27,100.64,13.95,0.30482991880653953,7.649999999999999,37.66971834116125
2021-06-16,28.39,32.99,24.31,3.42,3.28,77.86,100.71,19.36,0.34656235363966903,8.680000000000003,38.29242443310699
2021-06-17,28.31,32.73,25.0,3.66,2.9,77.98,100.89,18.88,0.36659633066185093,7.729999999999997,38.18177833722708
2021-06-18,28.56,34.03,23.87,0.46,2.87,73.21,100.93,20.1,0.33777118494665126,10.16,37.96319283331279
2021-06-19,29.32,35.24,23.81,3.01,2.77,72.48,100.84,25.61,0.3123521343511252,11.430000000000003,39.047041882329374
2021-06-20,28.71,33.68,24.29,11.26,3.35,78.98,100.72,24.25,0.31051393697892504,9.39,38.942742811215766
2021-06-21,28.59,32.82,25.08,1.89,3.4,79.19,100.63,24.81,0.3375278084274774,7.740000000000002,38.778954363400054
2021-06-22,28.57,32.84,25.16,0.39,3.28,75.38,100.73,24.06,0.3323901506726407,7.680000000000003,38.25751825069234
2021-06-23,27.77,31.86,24.53,0.29,3.24,78.25,100.81,22.38,0.3748944160493691,7.329999999999998,37.36983294268573
2021-06-24,28.1,32.59,24.46,0.12,3.6,76.72,100.68,21.47,0.34771417385918624,8.130000000000003,37.69457368510912
2021-06-25,29.02,34.34,24.1,0.59,2.92,75.01,100.57,22.29,0.36025603035737064,10.240000000000002,38.914001640823784
2021-06-26,28.8,32.41,25.61,0.35,2.86,78.4,100.65,22.02,0.34224312824111386,6.799999999999997,39.01059266958218
2021-06-27,29.39,33.69,25.63,6.45,3.07,77.67,100.79,25.39,0.3631363825991036,8.059999999999999,39.85563930645824
2021-06-28,28.35,32.0,25.5,6.71,2.91,81.67,100.77,21.94,0.34666867118572775,6.5,38.71292506945191
2021-06-29,28.78,33.42,25.08,11.94,2.6,79.33,100.65,21.62,0.37947978627815115,8.340000000000003,39.09977578569813
2021-06-30,28.41,32.59,25.03,7.8,3.03,80.14,100.67,22.11,0.3328521944976312,7.560000000000002,38.6142250838057
2021-07-01,28.54,32.6,24.96,2.6,2.72,79.87,100.69,23.92,0.33521231836057414,7.640000000000001,38.78673803112099
2021-07-02,28.23,31.94,25.3,5.94,2.15,81.46,100.78,24.31,0.3415034021384399,6.640000000000001,38.49456110244829
2021-07-03,29.58,34.87,24.64,0.07,2.89,74.24,100.68,25.22,0.3665709859872737,10.229999999999997,39.69335870790592
2021-07-04,30.25,36.0,25.28,0.0,2.62,70.57,100.54,25.27,0.3524872871388102,10.719999999999999,40.239786276652524
2021-07-05,29.59,34.26,25.7,1.32,2.79,75.21,100.44,23.8,0.3611151968240255,8.559999999999999,39.84138599561522
2021-07-06,28.71,32.0,26.11,9.07,2.43,80.76,100.39,21.2,0.3582947788467115,5.890000000000001,39.173361729979554
2021-07-07,27.45,30.79,24.73,14.31,2.27,84.4,100.49,19.19,0.38971685945846196,6.059999999999999,37.61288136576747
2021-07-08,27.58,31.41,24.78,18.32,2.53,83.57,100.52,17.39,0.3710300644670407,6.629999999999999,37.719575969805994
2021-07-09,27.7,31.35,25.06,10.08,1.84,84.71,100.41,17.02,0.3922469596802496,6.290000000000003,38.05005672070398
2021-07-10,26.32,29.35,23.69,16.19,2.33,86.63,100.48,16.38,0.4011049464328628,5.66,36.08258979069449
2021-07-11,26.96,29.82,25.13,20.79,3.16,89.19,100.64,9.48,0.39791971496682066,4.690000000000001,37.39618890037355
2021-07-12,27.94,31.58,25.13,1.8,2.39,83.8,100.79,21.49,0.432573705321694,6.449999999999999,38.322959122470465
2021-07-13,28.4,31.99,25.08,1.12,1.51,81.52,100.69,21.06,0.40442389830668096,6.91,38.77392478862341
2021-07-14,28.2,31.03,25.88,8.78,1.83,84.06,100.59,10.01,0.4099330316110299,5.150000000000002,38.773748633213245
2021-07-15,27.13,29.94,25.28,17.79,2.0,86.21,100.68,15.01,0.4158140554442235,4.66,37.31843661208232
2021-07-16,27.4,30.55,24.76,6.82,2.33,85.63,100.8,18.53,0.4126323155334946,5.789999999999999,37.68092502754609
2021-07-17,27.52,30.66,24.5,11.08,2.71,85.77,100.68,22.92,0.4088848249367124,6.16,37.89013575733516
2021-07-18,27.93,32.64,24.58,3.58,4.35,80.39,100.52,18.85,0.3933881589686747,8.060000000000002,37.88466145824455
2021-07-19,27.07,31.06,24.26,9.24,4.92,82.47,100.57,16.17,0.392744375579878,6.799999999999997,36.782261473678396
2021-07-20,26.83,30.26,24.57,5.21,4.42,83.19,100.64,19.88,0.4352878793489388,5.690000000000001,36.49020738943323
2021-07-21,27.24,30.85,24.15,1.25,4.1,81.84,100.6,15.76,0.4127841791351217,6.700000000000003,36.9744302189507
2021-07-22,27.5,31.63,24.43,2.79,3.84,82.08,100.59,17.82,0.42213806114314684,7.199999999999999,37.41241417687135
2021-07-23,27.87,32.37,24.57,4.31,3.69,82.64,100.6,13.82,0.42983458500293414,7.799999999999997,38.06761049164262
2021-07-24,26.7,30.09,24.32,20.85,4.02,88.15,100.57,11.83,0.42307984671544524,5.77,36.85836808825732
2021-07-25,25.57,27.8,23.35,13.69,3.5,89.58,100.6,9.44,0.3985513469864285,4.449999999999999,35.227643264916736
2021-07-26,27.17,31.36,23.73,3.69,4.14,82.31,100.55,16.45,0.47265091680875265,7.629999999999999,36.92032610836579
2021-07-27,27.26,30.97,24.14,0.59,3.62,82.66,100.52,19.78,0.42723610203192924,6.829999999999998,37.103470663204796
2021-07-28,28.23,33.09,25.01,7.58,3.92,82.06,100.43,17.11,0.4365910812023786,8.080000000000002,38.57016552991538
2021-07-29,28.36,32.82,24.37,2.69,3.52,83.35,100.51,20.84,0.4383750919589487,8.45,38.94223175963136
2021-07-30,27.33,30.78,24.6,6.01,3.17,84.08,100.66,20.7,0.43478896782445287,6.18,37.38362591405088
2021-07-31,27.79,31.69,24.56,3.71,4.23,82.34,100.67,19.42,0.43497116317096285,7.130000000000003,37.903374759478965
2021-08-01,27.36,31.78,24.07,0.24,4.19,79.97,100.58,19.76,0.45014619392123156,7.710000000000001,36.9389624463707
2021-08-02,27.67,32.23,23.99,2.06,3.9,80.5,100.57,19.99,0.46801768122205656,8.239999999999998,37.488485925329776
2021-08-03,27.27,30.43,24.44,1.14,3.66,85.22,100.61,15.56,0.41523653589238496,5.989999999999998,37.42426092428794
2021-08-04,27.57,30.95,24.63,0.6,3.45,84.5,100.68,19.64,0.4210664690865358,6.32,37.81643418334876
2021-08-05,27.99,32.09,24.29,13.51,3.52,83.01,100.62,20.37,0.42233460191325944,7.800000000000004,38.305031308624834
2021-08-06,28.0,32.34,24.2,2.53,3.36,80.64,100.68,20.04,0.41184791523970776,8.140000000000004,38.02635784966404
2021-08-07,28.46,33.48,23.98,2.59,3.25,79.93,100.76,20.48,0.43174974053458515,9.499999999999996,38.66702218084363
2021-08-08,28.65,33.42,24.33,0.43,2.93,78.81,100.74,22.11,0.40004960318820737,9.090000000000003,38.825336231801714
2021-08-09,29.04,33.34,24.75,0.01,3.13,81.16,100.56,24.06,0.3784705912597415,8.590000000000003,39.7575626052228
2021-08-10,29.13,33.63,25.38,1.18,3.08,81.43,100.44,23.38,0.39939740226349413,8.250000000000004,39.93918120130902
2021-08-11,28.47,32.29,25.77,7.61,3.0,84.68,100.6,15.92,0.416951458644664,6.52,39.28986268006834
2021-08-12,27.9,30.67,25.77,7.26,3.32,87.48,100.85,20.64,0.3838121031460995,4.900000000000002,38.71372071027784
2021-08-13,27.76,31.45,24.9,14.16,2.98,86.3,100.69,22.14,0.38276027013115566,6.550000000000001,38.341254057570836
2021-08-14,27.1,30.26,24.95,12.48,3.09,86.27,100.58,16.3,0.424563836675887,5.310000000000002,37.27763851010912
2021-08-15,26.67,28.89,24.33,8.86,4.13,89.62,100.71,13.36,0.3848416430774856,4.560000000000002,36.97959028463755
2021-08-16,26.77,29.77,24.35,2.04,2.2,85.75,101.11,18.37,0.44134831021000914,5.419999999999998,36.69248522091144
2021-08-17,28.54,32.21,24.49,0.03,1.12,76.71,101.0,24.79,0.40516931675133483,7.720000000000002,38.38133309587192
2021-08-18,28.78,33.09,24.33,0.02,2.06,77.69,100.8,24.3,0.3708088461703808,8.760000000000005,38.88643364163479
2021-08-19,28.35,32.31,25.1,0.27,2.28,81.31,100.69,21.68,0.3466649260474607,7.210000000000001,38.667245468313155
2021-08-20,28.08,31.64,25.42,12.41,1.45,84.82,100.76,21.58,0.38784495491042525,6.219999999999999,38.67523581578362
2021-08-21,27.79,30.45,25.77,4.9,2.41,85.91,100.84,14.51,0.38075919537947517,4.68,38.341858459883866
2021-08-22,28.29,32.09,25.31,3.2,2.51,83.37,100.68,17.67,0.4047467939918957,6.780000000000005,38.831879144079586
2021-08-23,28.36,32.31,24.93,1.86,2.72,82.59,100.59,23.61,0.3869392060836943,7.380000000000003,38.84574110411462
2021-08-24,28.0,31.41,25.03,4.66,2.82,84.77,100.52,23.91,0.38170982162277667,6.379999999999999,38.539860552033986
2021-08-25,26.84,29.12,25.07,14.87,3.11,88.23,100.51,21.6,0.36744563924215484,4.050000000000001,37.09147530702068
2021-08-26,27.1,31.25,24.19,25.56,2.9,86.82,100.53,14.89,0.39197934614937796,7.059999999999999,37.34252434737074
2021-08-27,26.05,27.98,24.47,18.21,4.01,91.09,100.55,12.12,0.4429816326011353,3.5100000000000016,36.153104542785286
2021-08-28,26.38,28.77,24.58,17.11,3.85,89.98,100.59,12.13,0.37170313386787646,4.190000000000001,36.555995950806754
2021-08-29,26.99,30.35,24.0,14.49,1.58,85.74,100.66,17.25,0.40258292091652254,6.350000000000001,37.04015438013752
2021-08-30,27.7,31.33,24.67,3.57,1.92,84.73,100.72,18.21,0.39010295296210473,6.659999999999997,38.05250036530809
2021-08-31,27.48,30.33,25.14,10.57,1.65,86.83,100.76,17.04,0.3960288586047923,5.189999999999998,37.953814491352226
2021-09-01,27.44,30.62,24.92,11.28,1.17,85.34,100.74,19.06,0.4635878609191177,5.699999999999999,37.710071185991964
2021-09-02,27.3,30.07,25.15,7.38,1.74,87.19,100.66,19.9,0.42861940725133046,4.920000000000002,37.70723036038689
2021-09-03,26.25,27.8,24.32,1.56,2.8,90.99,100.59,16.78,0.4786899554402932,3.4800000000000004,36.46173647819505
2021-09-04,26.36,30.38,23.49,17.16,2.76,86.65,100.71,19.19,0.3726825755954649,6.890000000000001,36.14786967084447
2021-09-05,26.23,30.13,23.39,9.63,2.43,85.1,100.79,15.25,0.4510676386987417,6.739999999999998,35.76945721297755
2021-09-06,27.28,31.96,23.28,8.28,2.46,83.48,100.85,20.2,0.42806531183368307,8.68,37.232751227771146
2021-09-07,26.1,27.98,24.34,42.45,3.72,93.86,100.69,12.22,0.48410944229574454,3.6400000000000006,36.5410907395929
2021-09-08,26.63,29.21,24.67,16.5,3.36,91.24,100.5,17.14,0.4412854880001427,4.539999999999999,37.10131578660302
2021-09-09,26.33,28.46,24.34,14.54,2.72,91.35,100.51,16.43,0.47572678417012265,4.120000000000001,36.63056456438463
2021-09-10,26.87,29.33,24.89,14.41,2.42,90.51,100.64,16.29,0.4402650311356297,4.439999999999998,37.40491011896283
2021-09-11,26.91,30.0,24.57,2.23,2.76,89.65,100.7,15.3,0.452171650393792,5.43,37.36931396093125
2021-09-12,26.75,30.52,23.56,2.22,3.48,86.24,100.55,18.94,0.4554857349159098,6.960000000000001,36.71747743273137
2021-09-13,26.2,29.88,23.82,1.05,3.55,84.8,100.62,18.63,0.4474621053524713,6.059999999999999,35.68903539774473
2021-09-14,25.79,28.38,23.63,2.83,2.79,90.55,100.67,12.65,0.46481147514080173,4.75,35.68014478850456
2021-09-15,26.44,29.29,24.6,5.03,3.26,90.39,100.7,11.34,0.45421769862388817,4.689999999999998,36.69852298412813
2021-09-16,26.57,28.97,25.09,8.63,3.25,91.64,100.74,16.54,0.4413191970121422,3.879999999999999,37.050204379450705
2021-09-17,27.0,29.68,25.12,7.15,2.4,89.01,100.82,20.68,0.43021177767496227,4.559999999999999,37.43956762353931
2021-09-18,27.75,31.44,24.75,1.04,1.53,85.71,100.85,22.66,0.415116362591045,6.690000000000001,38.25279380543148
2021-09-19,27.67,31.29,24.96,14.35,1.37,85.5,100.82,13.08,0.4347511100339451,6.329999999999998,38.09832977162355
2021-09-20,26.52,28.95,24.79,34.4,2.01,92.41,100.64,13.0,0.46303282601252593,4.16,37.05724359461072
2021-09-21,25.69,27.87,24.16,19.77,4.72,92.11,100.51,15.34,0.47083016236407144,3.710000000000001,35.691199846567386
2021-09-22,26.93,30.28,24.26,12.26,2.69,87.92,100.53,15.4,0.4790853642603053,6.02,37.19951154662999
2021-09-23,26.8,29.78,24.06,12.06,1.56,87.36,100.73,18.44,0.529275404908756,5.720000000000002,36.9265973249077
2021-09-24,26.42,28.78,24.54,18.37,2.51,90.76,100.7,16.22,0.49659273227706974,4.240000000000002,36.70840005698693
2021-09-25,25.97,28.23,23.93,27.42,3.04,91.53,100.56,8.92,0.4973042361404437,4.300000000000001,36.0740786001745
2021-09-26,26.1,28.5,24.27,10.61,2.73,91.4,100.66,13.48,0.4866710117862907,4.23,36.267437604930656
2021-09-27,26.73,29.74,24.42,6.54,1.21,85.98,100.78,19.24,0.47686649013433813,5.319999999999997,36.65576658493808
2021-09-28,27.14,30.55,23.96,2.24,1.65,88.29,100.81,18.35,0.46090618222847735,6.59,37.58036320865881
2021-09-29,27.94,30.86,25.04,1.81,1.54,87.22,100.73,22.27,0.45181480270797464,5.82,38.746702800261026
2021-09-30,28.56,31.94,25.78,2.01,1.28,84.56,100.72,17.79,0.46107566421517465,6.16,39.42100240383731
2021-10-01,27.47,29.99,25.35,2.71,2.14,89.86,100.77,20.7,0.43832292848819643,4.639999999999997,38.30298032019921
2021-10-02,27.3,29.85,25.51,11.13,2.18,90.89,100.82,17.6,0.4488396786821622,4.34,38.14887220387159
2021-10-03,26.38,28.56,24.93,9.14,1.93,90.69,100.79,19.44,0.4563591056581842,3.629999999999999,36.63629109556195
2021-10-04,27.28,30.29,24.48,5.58,1.59,88.03,100.71,20.17,0.4453655847706919,5.809999999999999,37.77521670556653
2021-10-05,27.68,31.42,24.15,18.73,2.54,87.51,100.62,19.34,0.44584712054509096,7.270000000000003,38.359710493821794
2021-10-06,27.41,30.13,25.1,18.38,2.16,89.38,100.45,15.75,0.43022147817143025,5.029999999999998,38.147428105266314
2021-10-07,26.9,29.35,25.38,13.81,1.32,89.75,100.41,16.98,0.45896138804682796,3.9700000000000024,37.364843377033885
2021-10-08,27.31,30.63,25.07,4.28,2.36,87.82,100.46,17.76,0.43967963967472473,5.559999999999999,37.79855801456824
2021-10-09,27.61,30.98,24.79,6.06,2.81,88.61,100.49,14.47,0.4601140788822838,6.190000000000001,38.379909396860015
2021-10-10,27.83,31.68,24.46,1.54,3.01,87.21,100.41,19.9,0.4133554042090076,7.219999999999999,38.56650951735586
2021-10-11,27.16,30.04,25.39,3.49,3.21,91.22,100.33,15.43,0.4235595942094331,4.649999999999999,37.95947086343935
2021-10-12,27.72,30.76,25.34,5.91,2.32,88.39,100.39,17.84,0.4514535440124513,5.420000000000002,38.53228183700249
2021-10-13,27.81,31.15,25.11,10.58,2.28,88.21,100.31,16.05,0.4489396130038089,6.039999999999999,38.65698133020873
2021-10-14,27.17,29.36,25.52,5.32,2.51,91.02,100.32,16.77,0.3870031478743146,3.84,37.952100381283614
2021-10-15,27.1,29.71,25.47,24.96,2.99,91.11,100.41,12.46,0.4339207358142132,4.240000000000002,37.848633878011384
2021-10-16,26.77,29.47,24.18,18.53,2.1,86.17,100.68,19.74,0.4359136026581564,5.289999999999999,36.74108514852407
2021-10-17,23.49,25.5,21.21,21.41,3.08,92.16,101.02,5.92,0.45653133961246545,4.289999999999999,32.26556218816882
2021-10-18,24.16,27.27,21.11,5.14,2.1,87.26,101.0,11.91,0.45070421636784,6.16,32.80992100334824
2021-10-19,26.46,30.22,23.12,0.14,1.65,87.86,101.16,15.57,0.44044881866332347,7.099999999999998,36.44312857379969
2021-10-20,27.48,30.93,24.19,0.57,1.29,85.75,101.18,17.95,0.40534209989702435,6.739999999999998,37.82354016622657
2021-10-21,27.39,29.89,25.17,1.74,1.49,86.96,101.05,17.05,0.38004272529166866,4.719999999999999,37.824510718819724
2021-10-22,26.87,30.64,25.03,10.52,1.8,90.9,101.07,15.41,0.3676847976030967,5.609999999999999,37.4503041632275
2021-10-23,25.85,28.76,23.86,6.63,2.74,90.73,101.21,12.28,0.3966774237743036,4.900000000000002,35.79501615810326
2021-10-24,25.98,30.32,22.37,1.02,3.09,86.41,101.2,19.21,0.39426672047881695,7.949999999999999,35.524511118272926
2021-10-25,25.83,30.67,22.01,0.07,2.82,85.37,101.04,20.44,0.42324130720248976,8.66,35.17644552640643
2021-10-26,26.26,31.2,22.43,0.19,2.45,84.26,100.97,21.17,0.3114782773119491,8.77,35.72200720573345
2021-10-27,26.26,30.9,22.27,0.04,2.84,84.12,100.96,20.2,0.3410291978546711,8.629999999999999,35.70628585504744
2021-10-28,26.55,30.46,23.47,4.93,2.39,86.8,100.93,10.34,0.3367599133316657,6.990000000000002,36.465024826760704
2021-10-29,27.0,30.53,24.2,2.04,2.13,87.72,101.07,15.34,0.30771362712120826,6.330000000000002,37.28826954203874
2021-10-30,27.53,31.45,23.58,6.57,1.91,87.36,101.13,16.8,0.3405220526454278,7.870000000000001,38.09854249903014
2021-10-31,27.18,30.29,25.51,7.63,1.91,90.95,101.08,16.17,0.36283955349174385,4.779999999999998,37.96011401781253
2021-11-01,27.72,30.59,24.51,9.54,1.32,84.14,101.09,17.72,0.3371152371131213,6.079999999999998,38.012401784878264
2021-11-02,27.64,30.12,25.08,5.57,1.43,88.17,101.06,16.44,0.3367010684479604,5.040000000000003,38.375194170510035
2021-11-03,27.57,30.78,25.13,4.68,1.72,87.15,101.0,17.7,0.3224542847851606,5.650000000000002,38.137772060104666
2021-11-04,28.32,31.77,24.93,0.93,0.94,82.4,100.96,18.2,0.3410421535363121,6.84,38.75737563752399
2021-11-05,27.77,30.73,24.93,0.08,1.06,85.09,100.84,18.43,0.33510510518509623,5.800000000000001,38.20897488936906
2021-11-06,26.74,29.05,24.99,0.97,1.64,89.9,100.67,16.01,0.31853784258487333,4.060000000000002,37.12439660760536
2021-11-07,27.75,31.34,24.05,4.46,1.25,85.4,100.65,18.42,0.29692497514671085,7.289999999999999,38.21480680181833
2021-11-08,27.1,30.12,24.6,2.32,3.58,87.47,100.81,12.32,0.2845126699949974,5.52,37.419207609589016
2021-11-09,24.83,29.9,20.78,1.21,3.6,83.3,101.09,15.58,0.2798538820218939,9.119999999999997,33.424433246856346
2021-11-10,24.59,28.98,21.17,0.02,2.65,83.9,101.14,16.62,0.3055566490358375,7.809999999999999,33.12336681558199
2021-11-11,24.94,29.57,21.08,0.01,2.69,82.79,101.05,19.12,0.2843116996031682,8.490000000000002,33.537938109565005
2021-11-12,25.72,30.5,21.93,0.04,2.87,84.29,101.05,13.37,0.25206131136174453,8.57,34.888372363418284
2021-11-13,25.35,29.04,22.41,0.0,3.29,84.68,101.05,11.93,0.22655177009455105,6.629999999999999,34.361091495156096
2021-11-14,24.23,26.84,21.54,2.27,2.95,87.48,101.05,12.38,0.2365005092526168,5.300000000000001,32.93813585994642
2021-11-15,25.77,30.74,21.35,0.5,2.52,85.16,100.89,15.72,0.2495305634308119,9.389999999999997,35.06043885481068
2021-11-16,26.68,30.8,23.3,0.28,2.71,86.35,100.84,12.71,0.23503976630113466,7.5,36.619256120790745
2021-11-17,26.83,30.58,23.94,0.04,2.57,86.93,100.96,17.17,0.23441622805960902,6.639999999999997,36.92450448808067
2021-11-18,26.65,29.59,23.75,0.26,3.12,84.7,100.84,13.47,0.21105681188013334,5.84,36.38216968457084
2021-11-19,27.34,31.23,23.64,0.29,1.78,83.65,100.7,17.6,0.2082324845382007,7.59,37.348056957031616
2021-11-20,28.41,32.17,24.21,0.15,0.91,81.03,100.68,17.23,0.21303765645004125,7.960000000000001,38.72754877140973
2021-11-21,28.81,32.28,25.39,0.35,1.51,80.98,100.78,16.87,0.21804493400312688,6.890000000000001,39.362701980327394
2021-11-22,28.11,32.2,24.72,0.36,2.37,84.37,100.83,18.12,0.2267215436160263,7.480000000000004,38.667412086505415
2021-11-23,24.95,27.2,22.7,1.05,3.61,87.65,101.02,11.12,0.22692673330474455,4.5,34.05807917289361
2021-11-24,23.97,28.49,20.65,0.66,3.3,83.63,101.17,13.54,0.21717161185001588,7.84,32.166255892994506
2021-11-25,23.71,28.29,20.54,0.0,2.92,83.5,101.15,17.57,0.20907760929976485,7.75,31.766815621188776
2021-11-26,24.76,29.49,21.2,0.0,3.14,82.59,101.11,18.19,0.22184053317997826,8.29,33.24571666343474
2021-11-27,23.81,29.01,19.67,0.0,3.11,81.45,101.17,19.59,0.18440026713873778,9.34,31.71634870205729
2021-11-28,23.83,29.24,19.66,0.0,3.29,82.54,101.14,20.44,0.1509536067733067,9.579999999999998,31.851778878758452
2021-11-29,23.51,26.75,20.55,0.02,3.39,85.09,101.08,17.01,0.19875358339956542,6.199999999999999,31.622106243481056
2021-11-30,23.08,25.8,21.24,0.02,4.01,84.23,101.12,7.77,0.18125029585947727,4.560000000000002,30.90470226930976
2021-12-01,22.29,26.3,19.51,0.0,3.79,82.57,101.25,11.2,0.17340956107085398,6.789999999999999,29.602235546353263
2021-12-02,22.18,27.37,17.64,0.0,3.53,79.96,101.35,11.45,0.15750890132298437,9.73,29.21393247879497
2021-12-03,21.62,26.82,17.79,0.01,3.4,76.75,101.49,19.38,0.16529366028697356,9.030000000000001,28.145132912483145
2021-12-04,20.57,26.38,15.89,0.0,3.61,76.35,101.5,19.68,0.1903338413520497,10.489999999999998,26.656530526725202
2021-12-05,19.92,25.69,15.14,0.0,3.34,77.66,101.47,18.46,0.1726978931485466,10.55,25.86759596684653
2021-12-06,21.46,28.01,15.87,0.0,3.24,80.01,101.36,19.28,0.167735313283598,12.140000000000002,28.196135191026897
2021-12-07,21.8,27.85,16.74,0.0,2.86,77.11,101.37,20.01,0.17064384060171153,11.110000000000003,28.42812111755296
2021-12-08,21.58,27.45,16.51,0.0,3.07,77.66,101.4,20.2,0.18191107655579733,10.939999999999998,28.16639453500268
2021-12-09,23.76,29.13,18.98,0.0,3.2,82.41,101.39,18.51,0.1383395312508599,10.149999999999999,31.73555797362546
2021-12-10,24.87,29.92,20.68,0.0,3.09,80.11,101.31,19.53,0.11522182554750471,9.240000000000002,33.155018833004064
2021-12-11,24.21,29.81,19.91,0.0,2.89,79.07,101.31,20.07,0.16310200278395864,9.899999999999999,32.07155406921001
2021-12-12,23.33,29.27,17.85,0.0,3.38,80.46,101.33,19.91,0.16852268856989588,11.419999999999998,30.918022919100544
2021-12-13,23.67,28.73,19.67,0.0,4.31,79.26,101.28,17.3,0.13699400524878114,9.059999999999999,31.29934559724161
2021-12-14,23.16,29.06,17.75,0.0,2.62,80.18,101.17,19.42,0.1592915711390791,11.309999999999999,30.644515039451182
2021-12-15,23.93,30.12,18.31,0.0,2.59,78.89,101.05,19.36,0.17142340828963942,11.810000000000002,31.643184363108045
2021-12-16,25.29,31.57,18.9,0.0,2.25,76.79,101.01,19.41,0.15041076671067788,12.670000000000002,33.432447522118004
2021-12-17,26.09,31.89,20.76,0.0,3.35,79.24,101.03,18.05,0.15007786422032637,11.129999999999999,34.89954728244529
2021-12-18,24.36,28.71,21.11,0.0,4.06,76.79,101.17,17.75,0.13163931058114978,7.600000000000001,32.06366806512849
2021-12-19,22.48,27.68,18.69,0.0,4.06,72.75,101.32,14.42,0.14327649217840882,8.989999999999998,28.99731147250582
2021-12-20,21.81,27.99,16.42,0.0,2.58,72.73,101.31,18.61,0.08845503723393632,11.569999999999997,28.06544279778629
2021-12-21,23.12,29.66,17.52,0.0,2.25,73.09,101.23,17.61,0.11858993230058136,12.14,29.92624283387554
2021-12-22,24.14,30.96,17.51,0.0,2.03,72.53,101.15,18.88,0.12576842653233206,13.45,31.32115957294657
2021-12-23,25.17,31.02,19.68,0.0,1.69,75.48,101.08,17.98,0.11536634537194132,11.34,33.116713864875564
2021-12-24,26.23,31.12,21.24,0.07,1.24,75.42,101.05,17.42,0.1528876554369015,9.880000000000003,34.68435796713005
2021-12-25,26.15,31.5,21.52,2.51,2.36,78.75,101.15,17.43,0.17353866478104696,9.98,34.93610870950825
2021-12-26,25.59,30.05,22.99,1.13,2.47,84.09,101.31,16.62,0.17289019988536472,7.060000000000002,34.666509210257715
2021-12-27,25.9,31.32,22.34,0.08,3.74,75.74,101.39,18.56,0.13746607809021624,8.98,34.22650991206823
2021-12-28,23.85,29.97,18.89,0.0,3.68,71.79,101.4,19.5,0.1025147330450523,11.079999999999998,30.835402599162883
2021-12-29,25.08,31.24,19.95,0.0,3.66,74.89,101.35,16.58,0.14086213066752357,11.29,32.92253919402058
2021-12-30,25.06,30.61,20.71,0.0,4.0,73.59,101.48,14.94,0.12907512694840068,9.899999999999999,32.75724433196079
2021-12-31,24.28,29.88,19.25,0.0,3.43,74.64,101.48,17.98,0.14927107317053276,10.629999999999999,31.732244449275903
2022-01-01,24.37,30.86,19.07,0.0,3.22,73.58,101.43,19.84,0.12739566236766736,11.79,31.756050411503757
2022-01-02,24.42,30.9,18.69,0.0,3.5,73.8,101.37,19.46,0.14299955942344253,12.209999999999997,31.850302555067746
2022-01-03,25.1,31.81,19.1,0.0,3.22,73.05,101.23,18.62,0.1247745880320833,12.709999999999997,32.7589530373907
2022-01-04,26.02,32.67,20.67,0.0,2.96,71.48,101.23,17.3,0.15599136169809513,12.0,33.93406750324324
2022-01-05,25.99,32.37,20.82,0.0,2.46,72.72,101.18,19.45,0.14276446039542418,11.549999999999997,34.027110942746866
2022-01-06,26.39,33.73,19.7,0.0,2.42,68.11,101.17,20.63,0.11715541540264289,14.029999999999998,34.09721458452483
2022-01-07,26.97,34.01,20.55,0.0,2.61,68.56,101.22,20.07,0.11509977237119126,13.459999999999997,34.99695985770434
2022-01-08,26.56,34.0,20.12,0.0,2.74,68.71,101.22,20.65,0.13371634735912388,13.879999999999999,34.41324839834484
2022-01-09,26.22,34.06,19.31,0.0,2.59,64.63,101.09,20.89,0.11062112915857081,14.750000000000004,33.46056266133278
2022-01-10,26.58,34.23,18.99,0.0,1.57,61.4,101.14,21.02,0.13180729918933998,15.239999999999998,33.606002648166104
2022-01-11,27.02,34.44,21.0,0.0,1.97,61.52,101.17,19.47,0.1639833105151974,13.439999999999998,34.243852900648236
2022-01-12,26.61,33.53,20.72,0.06,2.56,69.38,101.25,18.68,0.10507072948856715,12.810000000000002,34.56316361231119
2022-01-13,27.04,34.16,20.5,0.01,2.31,67.4,101.26,20.11,0.14299244230728844,13.659999999999997,34.96357627569459
2022-01-14,26.72,33.39,20.72,0.0,2.06,69.76,101.27,19.88,0.15136830526908385,12.670000000000002,34.768558635712274
2022-01-15,26.77,33.77,21.24,0.0,1.71,70.21,101.22,20.63,0.10439502602592178,12.530000000000005,34.894287899244226
2022-01-16,27.39,34.41,21.92,0.0,1.67,70.98,101.21,20.1,0.10832684796290273,12.489999999999995,35.90703738295566
