date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,WS10M,RH2M,PS,ALLSKY_SFC_SW_DWN,NDVI,temp_range,heat_index_approx
2020-03-08,32.58,41.02,26.01,0.0,3.21,50.79,100.79,24.0,0.1570673882614106,15.010000000000002,40.78488130866507
2020-03-09,32.17,41.42,24.31,0.0,3.05,45.65,100.65,25.23,0.11397606351852985,17.110000000000003,39.376321585411105
2020-03-10,32.55,41.24,25.47,0.0,3.45,49.82,100.66,23.8,0.16582964077779264,15.770000000000003,40.58462447562792
2020-03-11,32.62,41.22,25.68,0.0,3.41,50.99,100.81,24.08,0.15239860916494674,15.54,40.87572381687345
2020-03-12,32.26,40.33,26.03,0.0,4.13,56.02,101.0,23.88,0.13449064818134265,14.299999999999997,41.148292780970245
2020-03-13,32.83,40.85,26.21,0.0,3.63,58.45,101.0,23.46,0.13360780682317275,14.64,42.40578102250198
2020-03-14,32.37,38.96,27.44,0.19,3.71,61.06,100.9,22.38,0.15184957502437035,11.52,42.11814239437235
2020-03-15,29.05,33.5,26.5,17.61,1.93,76.11,101.01,9.16,0.1461430126240202,7.0,39.106486467168786
2020-03-16,30.07,36.22,25.65,0.45,2.06,69.52,101.09,19.0,0.1403468613552177,10.57,39.81031980198103
2020-03-17,30.4,37.07,26.23,0.0,3.5,69.88,101.09,18.73,0.1645563697719571,10.84,40.37726659978181
2020-03-18,30.57,37.17,25.92,0.0,4.12,67.32,100.94,19.61,0.1463469938086235,11.25,40.275472951677656
2020-03-19,30.72,36.97,26.69,0.1,4.5,64.77,100.89,20.38,0.16494999295505955,10.279999999999998,40.13803329572463
2020-03-20,30.59,36.67,26.24,0.12,4.32,64.64,100.94,19.53,0.18441659023621026,10.430000000000003,39.91973584705515
2020-03-21,30.81,36.96,26.63,0.23,4.68,61.34,101.02,22.19,0.16162072481715192,10.330000000000002,39.775124835584286
2020-03-22,31.3,37.79,26.76,0.06,4.19,59.32,100.96,24.13,0.16285733185292475,11.029999999999998,40.21473107758109
2020-03-23,31.57,38.61,26.09,0.0,4.14,58.69,100.88,23.85,0.1577514584468413,12.52,40.52605474607637
2020-03-24,31.53,39.17,25.61,0.02,4.3,58.99,100.75,23.71,0.16970535365391884,13.560000000000002,40.51146837528496
2020-03-25,30.92,38.19,26.24,0.66,4.6,62.66,100.71,22.45,0.18222026109380082,11.95,40.135563600648425
2020-03-26,31.76,39.71,25.46,0.1,4.09,59.03,100.82,24.79,0.15628325194408438,14.25,40.86529269745983
2020-03-27,32.49,40.84,25.98,0.0,4.03,57.57,100.84,25.33,0.1915290350894611,14.860000000000003,41.74322541484247
2020-03-28,32.62,40.58,26.78,0.0,3.98,55.14,100.73,24.23,0.16864532735733057,13.799999999999997,41.547644857077906
2020-03-29,32.22,40.27,26.25,0.0,4.15,58.02,100.68,23.99,0.17614261080722574,14.020000000000003,41.404897475895325
2020-03-30,32.25,40.1,26.73,0.0,4.55,57.76,100.75,23.95,0.19655833036314857,13.370000000000001,41.40920531552922
2020-03-31,33.05,41.14,26.88,0.0,4.09,54.53,100.74,23.07,0.17629346493527812,14.260000000000002,42.094405076352615
2020-04-01,33.28,41.28,27.25,0.07,4.17,53.89,100.72,24.3,0.15949636261439132,14.030000000000001,42.33402338527221
2020-04-02,32.45,38.58,27.49,0.68,4.45,57.14,100.78,21.63,0.17056574949570766,11.09,41.613474071058064
2020-04-03,32.72,39.88,27.48,0.02,4.45,54.81,100.87,23.05,0.17472442075211456,12.400000000000002,41.64419018471625
2020-04-04,33.46,41.1,27.42,0.16,3.74,54.2,100.89,23.87,0.23138234824472212,13.68,42.65814050771533
2020-04-05,32.68,39.37,27.4,0.06,3.75,58.4,100.93,22.54,0.19782061732955555,11.969999999999999,42.16738511841289
2020-04-06,32.48,39.51,27.95,0.06,4.55,57.81,100.9,22.21,0.20654789512169194,11.559999999999999,41.76657692881967
2020-04-07,32.4,38.88,28.01,0.03,4.24,54.33,100.79,18.49,0.19429242643383846,10.870000000000001,41.08836336620344
2020-04-08,32.76,40.09,27.56,0.19,4.37,54.65,100.85,23.49,0.16054710460494787,12.530000000000005,41.67813874570093
2020-04-09,31.74,38.08,27.31,0.17,3.95,60.48,100.94,22.97,0.23007663214161342,10.77,41.0584096698507
2020-04-10,32.15,38.47,27.61,0.04,3.79,60.1,101.06,22.39,0.17678131979176215,10.86,41.6267125859102
2020-04-11,32.35,38.54,27.86,0.73,3.75,60.19,101.02,23.04,0.21564299187896419,10.68,41.94843687680525
2020-04-12,32.25,37.86,28.04,4.42,3.66,61.56,100.91,22.44,0.20829831810617286,9.82,42.01178461260351
2020-04-13,29.3,32.61,26.5,17.1,2.89,75.12,100.95,15.39,0.24224116907528404,6.109999999999999,39.369735261837654
2020-04-14,28.45,32.84,24.74,0.13,2.39,69.48,101.12,16.27,0.2269180078174418,8.100000000000005,37.31742210966925
2020-04-15,29.67,34.36,25.92,0.04,1.48,68.66,101.04,22.27,0.191041408800476,8.439999999999998,39.07170284437896
2020-04-16,29.14,32.38,26.45,2.22,2.33,76.77,100.93,21.12,0.22195676414565144,5.930000000000003,39.33648054555857
2020-04-17,28.74,32.72,26.26,2.96,2.68,76.9,101.0,17.91,0.237811376045685,6.459999999999997,38.720556522954624
2020-04-18,29.71,35.63,25.35,0.13,2.31,70.09,101.01,20.65,0.21147845373539165,10.280000000000001,39.329581877348865
2020-04-19,30.28,36.26,25.45,3.09,3.13,69.28,100.91,23.5,0.2172792541730291,10.809999999999999,40.104010368399585
2020-04-20,31.23,37.98,25.86,0.49,3.5,64.91,100.87,25.68,0.18730949079802556,12.119999999999997,40.946136807111344
2020-04-21,31.98,38.91,26.27,0.1,3.51,65.1,100.78,25.31,0.22059999560826268,12.639999999999997,42.14715693562391
2020-04-22,31.77,37.89,27.63,0.85,3.82,63.88,100.75,23.34,0.18723508485498425,10.260000000000002,41.62897041584225
2020-04-23,31.2,37.14,27.43,3.43,2.91,67.02,100.87,22.61,0.21522273887638682,9.71,41.2149050316841
2020-04-24,30.14,35.68,26.7,1.78,2.67,69.94,100.94,18.74,0.22114782813974387,8.98,39.97850588947453
2020-04-25,30.62,36.57,25.71,7.36,2.21,68.13,100.96,17.39,0.23633852263031976,10.86,40.47029769604819
2020-04-26,29.53,33.75,26.33,9.35,2.44,74.57,101.0,22.32,0.2337480818633417,7.420000000000002,39.65916308925082
2020-04-27,27.31,29.45,25.79,9.18,2.61,81.81,101.16,14.42,0.26116145824320497,3.66,37.080768972578326
2020-04-28,29.81,36.19,24.05,1.3,2.16,65.64,101.02,22.87,0.23207710144981142,12.139999999999997,38.87068303871943
2020-04-29,30.83,36.49,26.04,1.06,1.77,67.72,100.91,19.67,0.2518215751446182,10.450000000000003,40.7388678760403
2020-04-30,30.12,35.34,25.77,5.5,2.34,70.73,100.99,19.46,0.2716379307629262,9.570000000000004,40.058254413461604
2020-05-01,30.52,35.64,26.46,1.92,2.23,70.2,100.85,21.57,0.24385207659756805,9.18,40.61185207306565
2020-05-02,30.77,36.3,26.61,1.11,1.97,69.94,100.72,23.0,0.26313271887864303,9.689999999999998,40.96879681311976
2020-05-03,30.27,34.74,26.93,2.69,2.76,72.05,100.73,21.38,0.2595321906820473,7.810000000000002,40.4809618192481
2020-05-04,30.51,35.87,27.41,2.76,1.86,71.26,100.83,14.34,0.25754410505525055,8.459999999999997,40.74839215256429
2020-05-05,31.37,37.03,26.53,0.0,2.29,69.35,100.67,22.33,0.2715190815680147,10.5,41.833518934348305
2020-05-06,31.01,35.25,28.25,0.0,2.7,75.18,100.63,24.01,0.3012723931309979,7.0,42.12365122790307
2020-05-07,30.89,35.54,27.54,0.39,3.35,73.53,100.58,23.55,0.26812356543285676,8.0,41.68579844496336
2020-05-08,30.55,34.66,27.79,0.22,2.45,75.1,100.59,22.92,0.29050043149384946,6.869999999999997,41.364764225052895
2020-05-09,31.52,37.31,27.16,0.02,3.05,69.08,100.65,22.1,0.30133286219384187,10.150000000000002,42.03175697616087
2020-05-10,32.4,39.2,27.23,3.25,3.4,65.8,100.68,20.88,0.2818301249939996,11.970000000000002,42.92262671629277
2020-05-11,29.81,34.2,26.26,11.44,3.04,76.52,100.85,16.24,0.2882706824174849,7.940000000000001,40.37251471850717
2020-05-12,30.86,38.59,23.98,2.37,2.39,63.94,100.76,23.54,0.29455115878318056,14.610000000000003,40.23176434775335
2020-05-13,31.78,39.11,25.66,0.27,3.4,65.54,100.69,24.17,0.2979512335136655,13.45,41.900887625474304
2020-05-14,31.39,37.37,27.23,0.88,2.76,68.41,100.71,22.14,0.3018482816578325,10.139999999999997,41.72340263720512
2020-05-15,31.92,38.64,27.19,0.67,3.22,66.28,100.5,23.8,0.2704292751510351,11.45,42.23644081036446
2020-05-16,32.13,38.23,27.35,0.0,3.25,66.31,100.44,23.99,0.2973058483959217,10.879999999999995,42.57413731415733
2020-05-17,30.76,34.56,28.34,6.35,3.35,73.69,100.46,19.93,0.29162874751182766,6.220000000000002,41.49951100952977
2020-05-18,31.46,37.16,27.68,2.73,2.65,70.4,100.4,18.05,0.31728009539557345,9.479999999999997,42.13626788171957
2020-05-19,31.2,36.59,27.0,3.36,3.59,70.79,100.47,21.13,0.2771088269576851,9.590000000000003,41.778262118664834
2020-05-20,31.38,36.3,27.55,0.08,3.75,69.81,100.51,23.56,0.2782500446003177,8.749999999999996,41.91889742203015
2020-05-21,31.56,36.41,27.5,0.18,2.74,68.51,100.57,22.3,0.3108139949579235,8.909999999999997,42.00866258140368
2020-05-22,31.63,36.39,27.64,0.01,2.74,66.06,100.56,22.63,0.29700944663594975,8.75,41.745006671170415
2020-05-23,31.6,36.0,28.28,0.21,3.04,68.99,100.6,16.29,0.3111653492693961,7.719999999999999,42.14572262465813
2020-05-24,30.81,34.54,28.14,2.06,2.5,73.63,100.78,12.25,0.29584637620045956,6.399999999999999,41.571365204500665
2020-05-25,30.18,34.41,27.59,6.74,3.09,75.87,100.9,9.43,0.27511652752680965,6.819999999999997,40.87713613911872
2020-05-26,29.65,33.9,26.77,4.31,2.76,76.15,100.93,11.41,0.29481008302211464,7.129999999999999,40.06534859588252
2020-05-27,30.86,36.56,26.5,2.12,2.7,69.64,100.8,24.4,0.2851321698009723,10.060000000000002,41.06722034997722
2020-05-28,31.62,38.39,26.36,2.47,2.75,65.45,100.74,23.16,0.26226355940654983,12.030000000000001,41.635934406079784
2020-05-29,30.13,35.36,26.86,12.55,2.53,72.35,100.84,20.36,0.30025676656048267,8.5,40.30169974245221
2020-05-30,30.41,36.68,25.9,6.02,2.98,68.15,100.9,15.37,0.28545698806336084,10.780000000000001,40.14582067999736
2020-05-31,30.54,35.79,26.54,6.63,2.5,71.73,100.95,24.39,0.30312179748347345,9.25,40.8635765649683
2020-06-01,29.87,33.59,27.02,3.51,2.19,74.35,100.92,21.19,0.3174954813583889,6.570000000000004,40.16835319964777
2020-06-02,29.04,32.35,26.98,7.28,3.1,78.88,100.84,16.42,0.347895574510846,5.370000000000001,39.45647780064039
2020-06-03,28.73,32.44,26.14,7.39,2.67,80.39,100.73,18.51,0.3069352481773964,6.299999999999997,39.157478501328065
2020-06-04,28.71,33.22,25.77,3.14,2.52,78.39,100.68,21.13,0.3324957529507582,7.449999999999999,38.86630170892889
2020-06-05,28.77,32.73,25.92,10.6,2.86,79.79,100.67,17.23,0.31074040042505324,6.809999999999995,39.14361685621835
2020-06-06,28.6,31.97,25.78,1.96,3.8,80.87,100.66,23.06,0.2893877642689047,6.189999999999998,39.01113614170621
2020-06-07,28.77,32.19,26.01,5.83,3.45,81.19,100.58,18.9,0.3406013711862306,6.179999999999996,39.32563294343111
2020-06-08,29.0,33.07,25.99,9.73,3.86,79.21,100.59,21.13,0.31903792967537187,7.080000000000002,39.43593997787356
2020-06-09,29.1,33.05,26.19,3.22,3.6,79.47,100.6,22.41,0.3360351374683179,6.859999999999996,39.63077387177418
2020-06-10,29.32,34.08,25.94,0.87,3.02,78.6,100.65,21.54,0.3228221188290428,8.139999999999997,39.86836495517507
2020-06-11,29.06,32.42,25.95,0.07,2.76,76.95,100.59,23.44,0.308183027244815,6.470000000000002,39.23334371691743
2020-06-12,29.93,34.01,26.4,0.0,2.62,73.07,100.42,23.27,0.37610877553519945,7.609999999999999,40.08592981723261
2020-06-13,30.23,34.75,26.41,0.02,3.26,72.08,100.35,23.21,0.34879530983800167,8.34,40.4218775153403
2020-06-14,29.41,32.62,26.84,10.13,2.73,78.71,100.46,19.45,0.384989335782889,5.779999999999998,40.02798630123835
2020-06-15,27.95,31.08,25.5,28.86,3.09,84.16,100.69,9.15,0.359373978446081,5.579999999999998,38.38363146632105
2020-06-16,27.78,31.24,25.32,9.2,2.84,83.06,100.76,16.18,0.36196750374964304,5.919999999999998,37.975868367676384
2020-06-17,27.21,30.61,24.86,30.49,2.82,84.51,100.78,10.54,0.37170492108726044,5.75,37.24438987888084
2020-06-18,27.61,30.89,24.79,14.4,2.02,85.08,100.77,18.51,0.41814616542234234,6.100000000000001,37.95086323761257
2020-06-19,28.59,32.71,24.77,2.42,2.82,79.42,100.72,19.8,0.3818046219273478,7.940000000000001,38.80854723501998
2020-06-20,28.95,33.03,24.91,0.52,2.23,78.12,100.64,24.7,0.39528529621139114,8.120000000000001,39.212669232642625
2020-06-21,28.47,32.11,25.95,8.95,2.92,81.83,100.51,23.36,0.42464233413403146,6.16,38.92570811419452
2020-06-22,28.43,31.38,26.31,2.36,1.82,83.88,100.51,17.91,0.42108455920841803,5.07,39.12282826337773
2020-06-23,28.81,32.17,26.2,0.97,2.5,83.44,100.65,17.31,0.38424068493379493,5.970000000000002,39.68327060062383
2020-06-24,29.3,33.27,26.22,8.38,2.08,81.66,100.62,23.67,0.3941348488184515,7.050000000000004,40.24641349150244
2020-06-25,28.15,30.45,26.61,41.78,2.64,86.84,100.6,21.83,0.4252522011061865,3.84,39.041768305383044
2020-06-26,27.95,31.13,25.47,0.35,2.74,84.08,100.64,15.88,0.4312449098013929,5.66,38.373713565687666
2020-06-27,27.17,29.82,24.69,0.53,2.94,85.0,100.63,21.7,0.46342567695393894,5.129999999999999,37.23897970126464
2020-06-28,27.97,31.94,24.8,0.59,2.26,82.33,100.61,18.1,0.4440349779820788,7.140000000000001,38.18864012550389
2020-06-29,27.44,31.8,24.33,3.87,3.82,83.21,100.62,19.8,0.4527709866533428,7.470000000000002,37.45374060682436
2020-06-30,27.77,32.22,24.62,8.34,3.2,81.75,100.62,20.94,0.4553927803431117,7.599999999999998,37.7992184417196
2020-07-01,27.77,31.93,24.9,12.69,4.05,79.55,100.59,20.47,0.45353448453748785,7.030000000000001,37.52931898518403
2020-07-02,27.02,29.78,24.56,3.34,2.65,86.01,100.53,18.44,0.45011575809021265,5.220000000000002,37.119538166202126
2020-07-03,27.4,30.59,25.25,15.13,3.85,85.8,100.63,18.81,0.43386746618927596,5.34,37.70133559924623
2020-07-04,26.79,30.26,23.9,4.2,3.38,83.43,100.79,15.66,0.4386004919299499,6.360000000000003,36.4553662915558
2020-07-05,27.93,33.14,23.55,4.51,2.84,77.97,100.64,20.47,0.4506938960549866,9.59,37.584993828826065
2020-07-06,28.54,33.03,23.83,1.34,2.53,79.7,100.52,21.66,0.45503961375400387,9.200000000000003,38.7649282719462
2020-07-07,27.7,30.53,25.54,5.5,2.93,85.92,100.7,17.81,0.45409743275344794,4.990000000000002,38.19789721925258
2020-07-08,28.33,32.35,24.88,0.75,2.96,82.99,100.71,21.82,0.443251029708149,7.470000000000002,38.84820874865763
2020-07-09,28.46,31.81,25.59,0.12,2.54,82.98,100.58,22.98,0.42874197600162717,6.219999999999999,39.05650569956718
2020-07-10,29.09,33.64,25.42,1.09,2.66,78.6,100.6,23.26,0.4116886061430817,8.219999999999999,39.499482832506544
2020-07-11,28.89,33.25,25.16,0.49,2.25,77.42,100.57,21.18,0.420175616052042,8.09,39.02553059351909
2020-07-12,28.67,32.34,26.15,1.62,2.61,80.98,100.56,16.23,0.4147414014702319,6.190000000000005,39.13761606988976
2020-07-13,27.35,29.75,25.64,15.54,1.99,86.91,100.62,19.85,0.47693357525331315,4.109999999999999,37.75416804843802
2020-07-14,28.0,31.52,24.91,13.0,1.92,81.41,100.67,16.42,0.4285666092945176,6.609999999999999,38.12209564163132
2020-07-15,27.38,30.99,25.23,5.56,2.43,84.04,100.62,20.55,0.43252820455789426,5.759999999999998,37.45824457360539
2020-07-16,27.11,29.84,25.33,19.26,2.21,87.97,100.57,23.18,0.4329652406960332,4.510000000000002,37.49427213829283
2020-07-17,28.36,33.04,24.18,3.55,2.33,78.8,100.64,25.36,0.37546166936356706,8.86,38.36455744041933
2020-07-18,28.29,31.62,25.35,1.67,2.03,83.07,100.7,21.76,0.44736646519876244,6.27,38.79394507015343
2020-07-19,28.71,32.3,25.58,6.61,2.19,83.91,100.62,22.55,0.40824961037166063,6.719999999999999,39.58147947947727
2020-07-20,28.35,31.13,25.97,11.37,1.62,86.41,100.61,18.56,0.4335517899965058,5.16,39.31437315111228
2020-07-21,28.1,31.44,25.98,8.08,2.07,85.2,100.72,13.66,0.43954445281425447,5.460000000000001,38.75507922277499
2020-07-22,27.48,30.63,25.3,4.78,2.62,86.7,100.73,17.64,0.4567402886556183,5.329999999999998,37.9381333225871
2020-07-23,28.59,32.31,25.44,6.84,1.49,80.89,100.67,22.89,0.4214000800564122,6.870000000000001,38.99768428406908
2020-07-24,27.85,30.86,26.0,11.14,2.13,86.7,100.67,18.37,0.42988288836471505,4.859999999999999,38.5361583304115
2020-07-25,27.65,30.8,25.66,11.95,3.27,87.55,100.67,17.11,0.4133542815676284,5.140000000000001,38.315922544298225
2020-07-26,27.95,31.21,25.39,2.3,2.56,86.48,100.63,22.94,0.4310666388844664,5.82,38.67125058468922
2020-07-27,28.6,31.74,25.84,3.95,1.97,83.35,100.52,24.88,0.4215452028288542,5.899999999999999,39.33040926686302
2020-07-28,27.95,31.1,25.98,8.26,1.99,85.43,100.63,19.55,0.44146514239165924,5.120000000000001,38.541078138876046
2020-07-29,27.52,30.5,25.43,24.77,2.55,87.06,100.72,22.92,0.45868546812686006,5.07,38.04610492052697
2020-07-30,28.63,33.22,24.47,5.09,3.0,80.21,100.63,22.8,0.4047720891226822,8.75,38.97411430067697
2020-07-31,28.55,33.15,25.38,7.58,4.21,80.89,100.4,21.83,0.44022125102172455,7.77,38.93360806247803
2020-08-01,27.22,29.93,24.95,5.37,3.53,87.91,100.28,13.64,0.42744977695497316,4.98,37.664200105289574
2020-08-02,26.84,29.35,25.11,3.55,5.18,86.39,100.16,11.24,0.42641360608802836,4.240000000000002,36.87768504786939
2020-08-03,27.67,30.19,25.51,6.44,5.02,88.15,100.12,15.76,0.3964776206519319,4.68,38.42154701015925
2020-08-04,27.71,30.46,25.66,10.05,4.6,86.19,100.31,16.23,0.3902772383622154,4.800000000000001,38.24702538139081
2020-08-05,27.74,30.96,25.22,3.81,3.25,85.53,100.5,15.21,0.42836446222168817,5.740000000000002,38.21463250939691
2020-08-06,28.01,31.51,24.51,1.75,2.05,83.31,100.65,21.15,0.4200182650249861,7.0,38.37435648948114
2020-08-07,27.01,28.86,25.66,5.68,3.31,90.72,100.54,7.94,0.4336107469403196,3.1999999999999993,37.65636104443467
2020-08-08,27.43,31.04,24.49,8.5,3.42,85.76,100.52,19.35,0.45633745759061556,6.550000000000001,37.74459011717129
2020-08-09,28.02,31.69,24.63,9.07,3.16,84.58,100.52,22.3,0.4630107161693264,7.060000000000002,38.54847319889028
2020-08-10,28.49,32.32,25.59,3.24,3.63,83.34,100.59,17.06,0.4237781511932591,6.73,39.15099272862342
2020-08-11,27.5,30.24,25.4,3.21,3.3,86.67,100.65,16.77,0.44314506702128087,4.84,37.966726811762186
2020-08-12,27.65,30.24,25.12,5.85,2.99,85.33,100.7,17.51,0.4362777183747352,5.119999999999997,38.04546739811499
2020-08-13,26.93,29.56,24.64,19.95,2.7,86.42,100.65,17.79,0.4419973131946272,4.919999999999998,37.024303774565105
2020-08-14,26.63,30.14,23.78,18.44,3.41,86.65,100.71,17.45,0.4729198426504658,6.359999999999999,36.57453652903498
2020-08-15,26.44,28.93,24.08,10.51,2.8,86.4,100.77,11.63,0.44880973877934843,4.850000000000001,36.24569073823068
2020-08-16,27.78,31.86,24.14,0.51,1.96,78.62,100.75,19.6,0.46174404703424243,7.719999999999999,37.430844823822746
2020-08-17,28.5,33.19,24.16,1.94,2.1,77.11,100.64,21.2,0.40300264353135534,9.029999999999998,38.36975680226015
2020-08-18,28.43,33.41,24.15,4.48,2.43,78.8,100.6,21.91,0.4522400836595873,9.259999999999998,38.475241620817414
2020-08-19,28.36,33.06,23.99,5.96,2.22,78.28,100.54,22.62,0.45618760908583833,9.070000000000004,38.29853751822367
2020-08-20,26.94,30.3,24.44,6.63,1.98,84.75,100.71,18.35,0.41953746297062405,5.859999999999999,36.845043504673775
2020-08-21,27.35,31.33,24.72,8.51,2.57,81.27,100.86,16.07,0.42755620506256414,6.609999999999999,37.07899248989251
2020-08-22,27.47,32.33,22.98,9.11,3.2,82.43,100.72,19.98,0.42800973696479316,9.349999999999998,37.407264275473196
2020-08-23,27.7,32.41,23.85,6.92,3.53,81.56,100.72,21.13,0.3956908316702826,8.559999999999995,37.6651826955568
2020-08-24,27.87,33.32,23.0,0.8,2.58,78.25,100.79,23.39,0.39458442245320113,10.32,37.525893283773414
2020-08-25,28.35,33.33,24.43,0.0,2.43,76.84,100.78,24.63,0.39635803915555146,8.899999999999999,38.100057087506855
2020-08-26,28.7,34.3,23.82,0.0,2.76,77.06,100.68,25.97,0.40037425530867476,10.479999999999997,38.67821214557514
2020-08-27,28.62,33.55,23.65,4.74,2.86,80.67,100.55,22.95,0.40750614127005225,9.899999999999999,39.01741789583131
2020-08-28,27.36,29.94,24.98,12.33,3.22,89.31,100.44,19.75,0.40749882211001803,4.960000000000001,38.05772584826019
2020-08-29,28.21,32.09,24.53,9.92,2.13,83.35,100.43,24.03,0.34816307356987486,7.560000000000002,38.700527987532325
2020-08-30,28.48,32.06,25.52,1.93,1.67,84.42,100.43,20.75,0.40033658196108396,6.540000000000003,39.27289327524731
2020-08-31,28.49,31.83,25.58,11.27,2.08,85.85,100.48,19.94,0.38545562461217614,6.25,39.472076142936416
2020-09-01,27.06,29.0,25.75,23.05,1.72,90.61,100.68,13.79,0.4193509766724192,3.25,37.72463949818855
2020-09-02,28.17,31.97,24.83,5.17,2.1,82.86,100.74,18.16,0.43768385651119834,7.140000000000001,38.57466189211895
2020-09-03,28.52,32.34,25.12,7.36,2.18,82.7,100.7,20.0,0.41001454859731246,7.220000000000002,39.117523685266235
2020-09-04,28.54,31.65,25.89,6.23,1.88,84.85,100.64,19.34,0.41099842342498505,5.759999999999998,39.425635682241335
2020-09-05,27.77,30.26,26.24,6.14,1.95,89.29,100.61,17.03,0.4101979505792707,4.020000000000003,38.7242374882097
2020-09-06,28.23,31.61,25.84,7.91,2.26,85.66,100.62,21.44,0.4117546387031025,5.77,39.023792094717905
2020-09-07,27.89,31.02,25.11,7.63,2.53,86.52,100.7,19.03,0.42861133568458054,5.91,38.57882950340529
2020-09-08,28.2,31.78,25.44,2.71,1.86,83.83,100.76,20.4,0.40182079892909656,6.34,38.744817367621536
2020-09-09,28.51,32.44,25.4,3.82,1.63,82.64,100.73,20.88,0.3825204903433905,7.039999999999999,39.093702783845174
2020-09-10,28.21,31.8,25.38,2.45,1.88,85.18,100.55,20.25,0.3954859384251654,6.420000000000002,38.93085391695266
2020-09-11,28.16,32.11,25.76,6.59,2.75,84.7,100.66,22.13,0.3792835498093558,6.349999999999998,38.789534138727504
2020-09-12,28.04,31.35,25.41,6.0,2.19,87.09,100.81,19.86,0.3827270833128258,5.940000000000001,38.893528799427116
2020-09-13,27.5,30.32,25.41,3.02,1.97,86.11,100.84,15.69,0.3694784731524083,4.91,37.8990982549999
2020-09-14,27.52,30.59,25.38,6.51,2.44,88.19,100.74,17.46,0.37165918762016853,5.210000000000001,38.182729071229886
2020-09-15,27.33,30.67,25.41,4.56,2.31,85.88,100.76,17.81,0.38421988725353273,5.260000000000002,37.59885577424702
2020-09-16,28.21,32.48,24.66,10.27,2.6,83.31,100.67,18.37,0.3893142384102538,7.819999999999997,38.69549354098762
2020-09-17,27.68,30.75,24.78,4.29,3.42,87.44,100.51,21.12,0.38210691442782707,5.969999999999999,38.35116770174583
2020-09-18,26.1,27.71,24.39,34.3,4.41,92.76,100.25,9.09,0.37428882852215645,3.3200000000000003,36.418725516776455
2020-09-19,26.33,28.53,24.79,20.58,4.72,92.12,100.18,10.82,0.40221722844864094,3.740000000000002,36.71738924653653
2020-09-20,27.02,29.29,25.54,10.45,4.5,90.55,100.69,6.52,0.41222882544710526,3.75,37.65263784385074
2020-09-21,27.44,30.2,24.99,7.66,1.46,85.6,100.85,19.54,0.4544189559514855,5.210000000000001,37.7413603646697
2020-09-22,27.09,29.86,24.83,17.21,1.93,88.42,100.82,16.42,0.41037325814152487,5.030000000000001,37.515177768546025
2020-09-23,27.98,31.16,25.43,16.76,1.13,86.16,100.77,16.05,0.43338134762372393,5.73,38.68023369231362
2020-09-24,27.34,30.11,25.41,16.05,1.88,85.99,100.89,19.35,0.412424930038324,4.699999999999999,37.628019339332326
2020-09-25,27.26,31.52,23.25,0.67,2.26,84.09,100.81,23.36,0.4323928113846268,8.27,37.273760562169024
2020-09-26,27.21,30.46,24.04,0.68,2.5,86.21,100.78,20.89,0.4243090300618136,6.420000000000002,37.44624129047825
2020-09-27,26.46,28.39,24.36,8.34,2.7,89.89,100.66,19.99,0.4343361065870527,4.030000000000001,36.67378815728266
2020-09-28,26.29,29.18,23.88,35.15,2.62,90.03,100.5,10.95,0.45558682874078593,5.300000000000001,36.41783484408192
2020-09-29,25.84,28.19,23.44,22.98,2.74,91.68,100.6,17.29,0.452491446039708,4.75,35.8832090885567
2020-09-30,27.32,31.14,23.85,1.08,2.38,85.99,100.59,19.1,0.4640624310820135,7.289999999999999,37.596001139387525
2020-10-01,27.25,30.83,24.55,4.67,2.38,88.7,100.56,21.16,0.44350395134056486,6.279999999999998,37.806562234400246
2020-10-02,26.47,29.05,24.41,37.22,2.19,91.28,100.58,19.21,0.4350376437522598,4.640000000000001,36.847830568492114
2020-10-03,26.5,29.08,24.64,15.73,1.88,91.22,100.66,15.13,0.48308439214511373,4.439999999999998,36.889325034676084
2020-10-04,27.46,30.69,24.99,5.02,2.52,88.23,100.71,17.87,0.3915246203473451,5.700000000000003,38.09026921772539
2020-10-05,27.36,30.53,24.93,3.43,1.8,87.23,100.76,15.25,0.4518423460595204,5.600000000000001,37.80857939473448
2020-10-06,26.97,29.07,24.63,12.63,1.55,89.27,100.77,17.99,0.4359008535533842,4.440000000000001,37.42167308193213
2020-10-07,26.89,29.48,24.57,2.29,2.35,89.62,100.68,17.29,0.45643558724199423,4.91,37.333559990919774
2020-10-08,25.04,26.95,23.5,23.09,4.65,93.13,100.44,7.06,0.45346012761190463,3.4499999999999993,34.76947925131814
2020-10-09,26.01,28.07,24.14,19.11,2.95,93.09,100.55,6.5,0.47177457113951904,3.9299999999999997,36.310584877121386
2020-10-10,25.72,29.4,22.64,14.96,3.86,90.1,100.53,8.43,0.4754324600768711,6.759999999999998,35.520336338165706
2020-10-11,26.03,28.97,23.24,5.52,2.7,88.07,100.53,10.25,0.46547673436317716,5.73,35.786623247696255
2020-10-12,26.73,30.3,24.26,9.38,1.6,86.67,100.52,15.77,0.4370002523017929,6.039999999999999,36.73542207393095
2020-10-13,25.07,26.59,23.69,19.57,2.73,92.07,100.56,7.99,0.47626680465929094,2.8999999999999986,34.70591191627395
2020-10-14,25.45,28.16,23.45,33.63,2.57,91.43,100.59,15.9,0.489378211095,4.710000000000001,35.23725232914042
